Atomic Number (Z)	Atomic Mass (A)	Element	Half-Life	Half-Life (Unit)	Abundance	Mass Excess	Mass Excess (Unit)
54	133	Xe	2.191	d	-1	-87410.362	keV
54	134	Xe	STABLE	ignore	10.436	-88125.83443	keV
54	134	Xe	290	ms	-1	-86160.33443	keV
54	135	Xe	9.168	h	-1	-86413.365	keV
54	135	Xe	15.287	m	-1	-85886.814	keV
54	136	Xe	2.1882649935777104e+21	y	8.857	-86429.17	keV
54	137	Xe	3.821	m	-1	-82383.414	keV
54	138	Xe	14.14	m	-1	-79972.244	keV
54	139	Xe	39.72	s	-1	-75644.586	keV
54	140	Xe	13.6	s	-1	-72986.461	keV
54	141	Xe	1.72	s	-1	-68197.309	keV
54	142	Xe	1.227	s	-1	-65229.648	keV
54	143	Xe	511	ms	-1	-60202.882	keV
54	144	Xe	388	ms	-1	-56872.301	keV
54	145	Xe	188	ms	-1	-51493.337	keV
54	146	Xe	146	ms	-1	-47954.95	keV
54	147	Xe	88	ms	-1	-42400	keV
54	148	Xe	85	ms	-1	-38650	keV
54	149	Xe	ignore	ignore	-1	-33000	keV
54	150	Xe	ignore	ignore	-1	-28990	keV
55	112	Cs	488	us	-1	-46415	keV
55	113	Cs	16.9	us	-1	-51764.539	keV
55	114	Cs	0.57	s	-1	-54685.928	keV
55	115	Cs	1.03	s	-1	-59699	keV
55	116	Cs	0.7	s	-1	-62043	keV
55	116	Cs	3.9	s	-1	-62043	keV
55	117	Cs	8.4	s	-1	-66493.101	keV
55	117	Cs	6.5	s	-1	-66493.101	keV
55	118	Cs	14	s	-1	-68409.377	keV
55	118	Cs	17	s	-1	-68409.377	keV
55	119	Cs	29.1	s	-1	-72305.061	keV
55	119	Cs	43	s	-1	-72218.761	keV
55	120	Cs	60.4	s	-1	-73888.649	keV
55	120	Cs	57	s	-1	-73888.649	keV
55	121	Cs	155	s	-1	-77102.342	keV
55	121	Cs	122	s	-1	-77033.842	keV
55	122	Cs	21.18	s	-1	-78144.769	keV
55	122	Cs	0.36	s	-1	-78017.699	keV
55	122	Cs	3.7	m	-1	-78004.769	keV
55	123	Cs	5.91	m	-1	-81043.657	keV
55	123	Cs	1.7	s	-1	-80887.387	keV
55	124	Cs	30.9	s	-1	-81741.06	keV
55	124	Cs	6.4	s	-1	-81278.43	keV
55	125	Cs	44.35	m	-1	-84089.742	keV
55	126	Cs	1.643	m	-1	-84350.683	keV
55	127	Cs	6.25	h	-1	-86240.027	keV
55	128	Cs	3.64	m	-1	-85931.773	keV
55	129	Cs	32.13	h	-1	-87499.05	keV
55	130	Cs	29.2	m	-1	-86899.754	keV
55	130	Cs	3.46	m	-1	-86736.504	keV
55	131	Cs	9.688	d	-1	-88055.574	keV
55	132	Cs	6.48	d	-1	-87152.693	keV
55	133	Cs	STABLE	ignore	100	-88070.943	keV
55	134	Cs	2.0656195289789414	y	-1	-86891.165	keV
55	134	Cs	2.912	h	-1	-86752.4209	keV
55	135	Cs	1330000	y	-1	-87581.956	keV
55	135	Cs	53	m	-1	-85949.056	keV
55	136	Cs	13.01	d	-1	-86338.855	keV
55	136	Cs	17.5	s	-1	-85820.955	keV
55	137	Cs	30.007443657093695	y	-1	-86545.772	keV
55	138	Cs	32.48	m	-1	-82887.028	keV
55	138	Cs	2.91	m	-1	-82807.128	keV
55	139	Cs	9.25	m	-1	-80701.088	keV
55	140	Cs	64	s	-1	-77049.738	keV
55	141	Cs	24.86	s	-1	-74477.351	keV
55	142	Cs	1.687	s	-1	-70514.556	keV
55	143	Cs	1.795	s	-1	-67675.519	keV
55	144	Cs	0.993	s	-1	-63271.362	keV
55	145	Cs	588	ms	-1	-60054.424	keV
55	146	Cs	322	ms	-1	-55310.38	keV
55	147	Cs	232	ms	-1	-51920.073	keV
55	148	Cs	151	ms	-1	-46910.95	keV
55	149	Cs	112	ms	-1	-43300	keV
55	150	Cs	80.8	ms	-1	-38170	keV
55	151	Cs	59	ms	-1	-34280	keV
55	152	Cs	ignore	ignore	-1	-29130	keV
56	114	Ba	0.41	s	-1	-45905.437	keV
56	115	Ba	0.45	s	-1	-48920	keV
56	116	Ba	1.3	s	-1	-54380	keV
56	117	Ba	1.75	s	-1	-57457.906	keV
56	118	Ba	5.2	s	-1	-62200	keV
56	119	Ba	5.4	s	-1	-64590.096	keV
56	120	Ba	24	s	-1	-68888.649	keV
56	121	Ba	29.7	s	-1	-70744.847	keV
56	122	Ba	1.95	m	-1	-74608.952	keV
56	123	Ba	2.4	m	-1	-75654.963	keV
56	124	Ba	10.8	m	-1	-79089.786	keV
56	125	Ba	3.3	m	-1	-79668.976	keV
56	126	Ba	98.6	m	-1	-82669.913	keV
56	127	Ba	12.8	m	-1	-82817.955	keV
56	127	Ba	1.93	s	-1	-82737.635	keV
56	128	Ba	2.43	d	-1	-85369.156	keV
56	129	Ba	2.23	h	-1	-85060.866	keV
56	129	Ba	2.142	h	-1	-85052.446	keV
56	130	Ba	STABLE	ignore	0.11	-87256.776	keV
56	131	Ba	11.52	d	-1	-86678.958	keV
56	131	Ba	14.26	m	-1	-86490.963	keV
56	132	Ba	STABLE	ignore	0.1	-88434.903	keV
56	133	Ba	10.535808052112303	y	-1	-87553.512	keV
56	133	Ba	38.87	h	-1	-87265.26	keV
56	134	Ba	STABLE	ignore	2.42	-88950.002	keV
56	135	Ba	STABLE	ignore	6.59	-87850.655	keV
56	135	Ba	28.12	h	-1	-87582.437	keV
56	136	Ba	STABLE	ignore	7.85	-88887.079	keV
56	136	Ba	302.2	ms	-1	-86856.544	keV
56	137	Ba	STABLE	ignore	11.23	-87721.401	keV
56	137	Ba	2.5518	m	-1	-87059.742	keV
56	138	Ba	STABLE	ignore	71.7	-88261.806	keV
56	139	Ba	82.89	m	-1	-84913.918	keV
56	140	Ba	12.7526	d	-1	-83267.905	keV
56	141	Ba	18.24	m	-1	-79732.492	keV
56	142	Ba	10.51	m	-1	-77842.257	keV
56	143	Ba	14.38	s	-1	-73937.205	keV
56	144	Ba	11.7	s	-1	-71767.13	keV
56	145	Ba	3.99	s	-1	-67516.183	keV
56	146	Ba	2.16	s	-1	-64866.269	keV
56	147	Ba	894	ms	-1	-60264.036	keV
56	148	Ba	619	ms	-1	-57544.911	keV
56	149	Ba	352	ms	-1	-52830.62	keV
56	150	Ba	258	ms	-1	-49889.799	keV
56	151	Ba	167	ms	-1	-44940	keV
56	152	Ba	140	ms	-1	-41610	keV
56	153	Ba	113	ms	-1	-36470	keV
56	154	Ba	53	ms	-1	-32920	keV
57	117	La	21.7	ms	-1	-46271	keV
57	120	La	2.8	s	-1	-57570	keV
57	121	La	5.3	s	-1	-62190	keV
57	122	La	8.7	s	-1	-64543	keV
57	123	La	16.3	s	-1	-68651	keV
57	124	La	21	s	-1	-70258.617	keV
57	124	La	29.21	s	-1	-70258.617	keV
57	125	La	64.8	s	-1	-73759.492	keV
57	125	La	0.39	s	-1	-73652.492	keV
57	126	La	54	s	-1	-74973.476	keV
57	126	La	50	s	-1	-74973.476	keV
57	127	La	5.1	m	-1	-77896.116	keV
57	127	La	3.7	m	-1	-77881.916	keV
57	128	La	5.1	m	-1	-78625.439	keV
57	128	La	1.4	m	-1	-78625.439	keV
57	129	La	11.6	m	-1	-81323.541	keV
57	129	La	0.56	s	-1	-81151.211	keV
57	130	La	8.7	m	-1	-81627.374	keV
57	131	La	59	m	-1	-83769.265	keV
57	132	La	4.58	h	-1	-83723.578	keV
57	132	La	24.3	m	-1	-83535.378	keV
57	133	La	3.89	h	-1	-85494.392	keV
57	134	La	6.45	m	-1	-85218.659	keV
57	135	La	18.95	h	-1	-86643.458	keV
57	136	La	9.87	m	-1	-86037.488	keV
57	136	La	113	ms	-1	-85777.988	keV
57	137	La	60000	y	-1	-87140.865	keV
57	138	La	1.02786E+11	y	0.08881	-86513.408	keV
57	139	La	STABLE	ignore	99.91119	-87222.381	keV
57	140	La	40.284	h	-1	-84312.059	keV
57	141	La	3.93	h	-1	-82929.844	keV
57	142	La	91.8	m	-1	-80023.95	keV
57	143	La	14.09	m	-1	-78171.467	keV
57	144	La	40.8	s	-1	-74849.66	keV
57	145	La	24.8	s	-1	-72835.325	keV
57	146	La	6.1	s	-1	-69221.174	keV
57	146	La	9.8	s	-1	-69079.674	keV
57	147	La	4.024	s	-1	-66678.397	keV
57	148	La	1.411	s	-1	-62708.742	keV
57	149	La	1.085	s	-1	-60219.921	keV
57	150	La	0.51	s	-1	-56311.147	keV
57	151	La	0.457	s	-1	-53310.339	keV
57	152	La	298	ms	-1	-49290	keV
57	153	La	244	ms	-1	-46060	keV
57	154	La	163	ms	-1	-41530	keV
57	155	La	100	ms	-1	-37930	keV
57	156	La	84	ms	-1	-33050	keV
57	157	La	ignore	ignore	-1	-29070	keV
58	121	Ce	1.1	s	-1	-52690	keV
58	122	Ce	ignore	ignore	-1	-57874	keV
58	123	Ce	3.8	s	-1	-60286	keV
58	124	Ce	9.1	s	-1	-64916	keV
58	125	Ce	9.7	s	-1	-66658	keV
58	125	Ce	3	s	-1	-66564.4	keV
58	126	Ce	51	s	-1	-70820.565	keV
58	127	Ce	34	s	-1	-71979.344	keV
58	127	Ce	28.6	s	-1	-71972.044	keV
58	128	Ce	4	m	-1	-75533.925	keV
58	129	Ce	3.5	m	-1	-76287.504	keV
58	130	Ce	22.9	m	-1	-79422.913	keV
58	131	Ce	10.3	m	-1	-79708.448	keV
58	131	Ce	5	m	-1	-79645.358	keV
58	132	Ce	3.51	h	-1	-82468.688	keV
58	133	Ce	97	m	-1	-82418.223	keV
58	133	Ce	5.326	h	-1	-82381.023	keV
58	134	Ce	3.22	d	-1	-84832.898	keV
58	135	Ce	17.7	h	-1	-84616.308	keV
58	135	Ce	20	s	-1	-84170.498	keV
58	136	Ce	STABLE	ignore	0.186	-86508.55	keV
58	137	Ce	9.11	h	-1	-85918.765	keV
58	137	Ce	34.8	h	-1	-85664.475	keV
58	138	Ce	STABLE	ignore	0.251	-87565.867	keV
58	138	Ce	8.73	ms	-1	-85436.587	keV
58	139	Ce	137.64	d	-1	-86957.741	keV
58	139	Ce	57.58	s	-1	-86203.501	keV
58	140	Ce	STABLE	ignore	88.449	-88074.227	keV
58	141	Ce	32.504	d	-1	-85431.058	keV
58	142	Ce	STABLE	ignore	11.114	-84532.896	keV
58	143	Ce	33.037	h	-1	-81606.378	keV
58	144	Ce	284.886	d	-1	-80431.942	keV
58	145	Ce	3.02	m	-1	-77067.059	keV
58	146	Ce	13.22	m	-1	-75625.868	keV
58	147	Ce	56.4	s	-1	-72013.902	keV
58	148	Ce	56.8	s	-1	-70398.424	keV
58	149	Ce	5.2	s	-1	-66669.921	keV
58	150	Ce	6.05	s	-1	-64846.863	keV
58	151	Ce	1.74	s	-1	-61225.058	keV
58	152	Ce	1.42	s	-1	-58980	keV
58	153	Ce	865	ms	-1	-54910	keV
58	154	Ce	722	ms	-1	-52220	keV
58	155	Ce	313	ms	-1	-47780	keV
58	156	Ce	233	ms	-1	-44820	keV
58	157	Ce	175	ms	-1	-39930	keV
58	158	Ce	99	ms	-1	-36540	keV
59	121	Pr	10	ms	-1	-41551	keV
59	124	Pr	1.2	s	-1	-53151	keV
59	125	Pr	3.3	s	-1	-58070	keV
59	126	Pr	3.12	s	-1	-60324	keV
59	127	Pr	4.2	s	-1	-64543	keV
59	128	Pr	2.8	s	-1	-66330.764	keV
59	129	Pr	31	s	-1	-69773.566	keV
59	130	Pr	40	s	-1	-71175.464	keV
59	130	Pr	ignore	ignore	-1	-71175.464	keV
59	131	Pr	1.49	m	-1	-74300.664	keV
59	131	Pr	5.7	s	-1	-74148.264	keV
59	132	Pr	1.6	m	-1	-75227.464	keV
59	133	Pr	6.5	m	-1	-77937.591	keV
59	133	Pr	1.1	s	-1	-77745.471	keV
59	134	Pr	17	m	-1	-78528	keV
59	134	Pr	11	m	-1	-78460.3	keV
59	135	Pr	25.4	m	-1	-80935.872	keV
59	136	Pr	13.1	m	-1	-81340.421	keV
59	137	Pr	1.28	h	-1	-83201.814	keV
59	138	Pr	1.45	m	-1	-83128.867	keV
59	138	Pr	2.03	h	-1	-82764.867	keV
59	139	Pr	4.41	h	-1	-84828.652	keV
59	140	Pr	3.39	m	-1	-84686.227	keV
59	141	Pr	STABLE	ignore	100	-86014.533	keV
59	142	Pr	19.12	h	-1	-83786.367	keV
59	142	Pr	14.6	m	-1	-83782.673	keV
59	143	Pr	13.57	d	-1	-83068.2	keV
59	144	Pr	17.28	m	-1	-80750.588	keV
59	144	Pr	7.2	m	-1	-80691.558	keV
59	145	Pr	5.982	h	-1	-79625.99	keV
59	146	Pr	24.09	m	-1	-76673.486	keV
59	147	Pr	13.35	m	-1	-75444.093	keV
59	148	Pr	2.29	m	-1	-72535.452	keV
59	148	Pr	2.01	m	-1	-72458.652	keV
59	149	Pr	2.26	m	-1	-71039.373	keV
59	150	Pr	6.19	s	-1	-68300.509	keV
59	151	Pr	18.9	s	-1	-66779.681	keV
59	152	Pr	3.57	s	-1	-63758.07	keV
59	153	Pr	4.29	s	-1	-61568.49	keV
59	154	Pr	2.3	s	-1	-57859.602	keV
59	155	Pr	1.47	s	-1	-55415.335	keV
59	156	Pr	444	ms	-1	-51449.307	keV
59	157	Pr	295	ms	-1	-48434.806	keV
59	158	Pr	181	ms	-1	-44150	keV
59	159	Pr	134	ms	-1	-40770	keV
59	160	Pr	170	ms	-1	-36200	keV
59	161	Pr	ignore	ignore	-1	-32490	keV
60	125	Nd	0.65	s	-1	-48070	keV
60	126	Nd	ignore	ignore	-1	-53380	keV
60	127	Nd	1.8	s	-1	-55910	keV
60	128	Nd	ignore	ignore	-1	-60530	keV
60	129	Nd	6.7	s	-1	-62375	keV
60	129	Nd	2.6	s	-1	-62375	keV
60	130	Nd	21	s	-1	-66596.239	keV
60	131	Nd	25.4	s	-1	-67768.04	keV
60	132	Nd	94	s	-1	-71425.815	keV
60	133	Nd	70	s	-1	-72332.38	keV
60	133	Nd	70	s	-1	-72204.41	keV
60	134	Nd	8.5	m	-1	-75646.443	keV
60	135	Nd	12.4	m	-1	-76213.62	keV
60	135	Nd	5.5	m	-1	-76148.67	keV
60	136	Nd	50.65	m	-1	-79199.297	keV
60	137	Nd	38.5	m	-1	-79583.969	keV
60	137	Nd	1.6	s	-1	-79064.539	keV
60	138	Nd	5.11	h	-1	-82017.182	keV
60	139	Nd	29.7	m	-1	-82016.93	keV
60	139	Nd	5.5	h	-1	-81785.77	keV
60	140	Nd	3.37	d	-1	-84257.246	keV
60	141	Nd	2.49	h	-1	-84191.52	keV
60	141	Nd	62	s	-1	-83435.01	keV
60	142	Nd	STABLE	ignore	27.153	-85950.055	keV
60	143	Nd	STABLE	ignore	12.173	-84002.31	keV
60	144	Nd	2287500000000000	y	23.798	-83748.028	keV
60	145	Nd	STABLE	ignore	8.293	-81432.004	keV
60	146	Nd	STABLE	ignore	17.189	-80925.916	keV
60	147	Nd	11.12	d	-1	-78146.794	keV
60	148	Nd	STABLE	ignore	5.756	-77408.066	keV
60	149	Nd	1.728	h	-1	-74375.535	keV
60	150	Nd	9300000000000000000	y	5.638	-73679.951	keV
60	151	Nd	12.44	m	-1	-70943.183	keV
60	152	Nd	11.4	m	-1	-70149.663	keV
60	153	Nd	31.6	s	-1	-67330.38	keV
60	154	Nd	25.9	s	-1	-65579.602	keV
60	155	Nd	8.9	s	-1	-62283.796	keV
60	156	Nd	5.27	s	-1	-60202.13	keV
60	157	Nd	1.16	s	-1	-56494.117	keV
60	158	Nd	820	ms	-1	-53835.123	keV
60	159	Nd	485	ms	-1	-49724.007	keV
60	160	Nd	439	ms	-1	-46724.515	keV
60	161	Nd	215	ms	-1	-42230	keV
60	162	Nd	310	ms	-1	-39010	keV
60	163	Nd	ignore	ignore	-1	-34080	keV
61	128	Pm	1	s	-1	-48220	keV
61	129	Pm	2.4	s	-1	-53180	keV
61	130	Pm	2.6	s	-1	-55470	keV
61	131	Pm	6.3	s	-1	-59770	keV
61	132	Pm	6.9	s	-1	-61628	keV
61	133	Pm	14	s	-1	-65407.653	keV
61	133	Pm	8.8	s	-1	-65277.953	keV
61	134	Pm	5	s	-1	-66763.908	keV
61	134	Pm	24	s	-1	-66763.908	keV
61	135	Pm	49	s	-1	-70062.329	keV
61	135	Pm	45	s	-1	-70062.329	keV
61	136	Pm	107	s	-1	-71169.923	keV
61	136	Pm	5	m	-1	-70889.923	keV
61	137	Pm	ignore	ignore	-1	-74072.858	keV
61	137	Pm	2.4	m	-1	-73912.858	keV
61	138	Pm	3.25	m	-1	-74914.37	keV
61	139	Pm	4.14	m	-1	-77501.028	keV
61	139	Pm	180	ms	-1	-77312.328	keV
61	140	Pm	9.2	s	-1	-78212.046	keV
61	140	Pm	5.84	m	-1	-77781.046	keV
61	141	Pm	20.9	m	-1	-80522.932	keV
61	142	Pm	40.5	s	-1	-81141.536	keV
61	143	Pm	265	d	-1	-82960.664	keV
61	144	Pm	363	d	-1	-81416.116	keV
61	145	Pm	17.7	y	-1	-81267.506	keV
61	146	Pm	5.53	y	-1	-79454.36	keV
61	147	Pm	2.62344	y	-1	-79041.984	keV
61	148	Pm	5.368	d	-1	-76865.877	keV
61	148	Pm	41.29	d	-1	-76727.977	keV
61	149	Pm	53.08	h	-1	-76064.404	keV
61	150	Pm	2.698	h	-1	-73597.336	keV
61	151	Pm	28.4	h	-1	-73386.26	keV
61	152	Pm	4.1	m	-1	-71254.468	keV
61	152	Pm	7.52	m	-1	-71104.468	keV
61	152	Pm	15	m	-1	-71254.468	keV
61	153	Pm	5.25	m	-1	-70648.003	keV
61	154	Pm	2.68	m	-1	-68266.602	keV
61	154	Pm	1.7	m	-1	-68068.602	keV
61	155	Pm	41.5	s	-1	-66940.006	keV
61	156	Pm	27.8	s	-1	-64166.847	keV
61	156	Pm	5	s	-1	-64016.547	keV
61	157	Pm	10.56	s	-1	-62297.116	keV
61	158	Pm	4.8	s	-1	-59106.143	keV
61	159	Pm	1.634	s	-1	-56554.351	keV
61	160	Pm	0.725	s	-1	-52894.639	keV
61	160	Pm	700	ms	-1	-52703.639	keV
61	161	Pm	730	ms	-1	-50086.589	keV
61	162	Pm	474	ms	-1	-46040	keV
61	163	Pm	363	ms	-1	-42960	keV
61	164	Pm	280	ms	-1	-38360	keV
61	165	Pm	0.297	s	-1	-34670	keV
61	166	Pm	0.228	s	-1	-1	ignore
62	129	Sm	0.55	s	-1	-42330	keV
62	130	Sm	ignore	ignore	-1	-47700	keV
62	131	Sm	1.2	s	-1	-50280	keV
62	132	Sm	4	s	-1	-55140	keV
62	133	Sm	2.9	s	-1	-57231	keV
62	133	Sm	3.4	s	-1	-57231	keV
62	134	Sm	9.5	s	-1	-61376	keV
62	135	Sm	10.3	s	-1	-62857.222	keV
62	136	Sm	45	s	-1	-66810.899	keV
62	137	Sm	45	s	-1	-67991.655	keV
62	138	Sm	3.1	m	-1	-71497.772	keV
62	139	Sm	2.57	m	-1	-72380.229	keV
62	139	Sm	10.7	s	-1	-71922.849	keV
62	140	Sm	14.78	m	-1	-75455.945	keV
62	141	Sm	10.4	m	-1	-75933.959	keV
62	141	Sm	22.6	m	-1	-75758.059	keV
62	142	Sm	72.48	m	-1	-78981.93	keV
62	143	Sm	8.83	m	-1	-79517.135	keV
62	143	Sm	66	s	-1	-78763.145	keV
62	144	Sm	STABLE	ignore	3.08	-81965.626	keV
62	145	Sm	340	d	-1	-80651.407	keV
62	146	Sm	68000000	y	-1	-80996.36	keV
62	147	Sm	1.068E+11	y	15	-79266.048	keV
62	148	Sm	6842105263157894	y	-1	-79336.067	keV
62	149	Sm	STABLE	ignore	13.82	-77135.898	keV
62	150	Sm	STABLE	ignore	7.37	-77051.336	keV
62	151	Sm	94.6	y	-1	-74576.48	keV
62	152	Sm	STABLE	ignore	26.74	-74762.977	keV
62	153	Sm	46.283	h	-1	-72560.059	keV
62	154	Sm	STABLE	ignore	22.74	-72455.564	keV
62	155	Sm	22.182	m	-1	-70191.206	keV
62	156	Sm	9.4	h	-1	-69360.735	keV
62	157	Sm	8.036500866122248	m	-1	-66677.654	keV
62	158	Sm	5.32	m	-1	-65251.849	keV
62	159	Sm	11.37	s	-1	-62207.849	keV
62	160	Sm	9.6	s	-1	-60233.172	keV
62	161	Sm	4.63	s	-1	-56672.043	keV
62	162	Sm	3.09	s	-1	-54379.053	keV
62	163	Sm	1.67	s	-1	-50599.612	keV
62	164	Sm	1.42	s	-1	-47925.314	keV
62	165	Sm	614	ms	-1	-43510	keV
62	166	Sm	399	ms	-1	-40450	keV
62	167	Sm	334	ms	-1	-35330	keV
62	168	Sm	0.353	s	-1	-31640	keV
63	130	Eu	0.9	ms	-1	-33513	keV
63	131	Eu	17.8	ms	-1	-39464	keV
63	132	Eu	ignore	ignore	-1	-42200	keV
63	134	Eu	0.5	s	-1	-49800	keV
63	135	Eu	1.5	s	-1	-54148	keV
63	136	Eu	3.3	s	-1	-56244	keV
63	136	Eu	3.8	s	-1	-56244	keV
63	137	Eu	11	s	-1	-60145.904	keV
63	138	Eu	12.1	s	-1	-61749.676	keV
63	139	Eu	17.9	s	-1	-65398.051	keV
63	140	Eu	1.51	s	-1	-66985.945	keV
63	140	Eu	125	ms	-1	-66775.945	keV
63	141	Eu	40.7	s	-1	-69925.647	keV
63	141	Eu	3	s	-1	-69829.197	keV
63	142	Eu	2.36	s	-1	-71308.93	keV
63	142	Eu	1.223	m	-1	-70788.93	keV
63	143	Eu	2.6	m	-1	-74241.311	keV
63	144	Eu	10.2	s	-1	-75619.175	keV
63	145	Eu	5.93	d	-1	-77991.524	keV
63	146	Eu	4.61	d	-1	-77117.603	keV
63	147	Eu	24.1	d	-1	-77544.611	keV
63	148	Eu	54.4	d	-1	-76297.482	keV
63	149	Eu	93.1	d	-1	-76441.317	keV
63	150	Eu	36.6	y	-1	-74792.369	keV
63	150	Eu	12.8	h	-1	-74750.669	keV
63	151	Eu	4600000000000000000	y	47.81	-74653.098	keV
63	152	Eu	13.517	y	-1	-72888.5	keV
63	152	Eu	9.3116	h	-1	-72842.9002	keV
63	152	Eu	95.8	m	-1	-72740.64	keV
63	153	Eu	STABLE	ignore	52.19	-73367.466	keV
63	154	Eu	8.591079128993865	y	-1	-71738.367	keV
63	154	Eu	46.3	m	-1	-71593.067	keV
63	155	Eu	4.742118750988556	y	-1	-71818.337	keV
63	156	Eu	15.16	d	-1	-70082.844	keV
63	157	Eu	15.18	h	-1	-69459.134	keV
63	158	Eu	45.9	m	-1	-67270.461	keV
63	159	Eu	18.1	m	-1	-66043.386	keV
63	160	Eu	42.6	s	-1	-63493.449	keV
63	160	Eu	30.8	s	-1	-63400.449	keV
63	161	Eu	26	s	-1	-61791.601	keV
63	162	Eu	11.7	s	-1	-58722.944	keV
63	162	Eu	12	s	-1	-58563.144	keV
63	163	Eu	7.7	s	-1	-56573.819	keV
63	164	Eu	4.08	s	-1	-53232.146	keV
63	165	Eu	2.25	s	-1	-50729.103	keV
63	166	Eu	1.29	s	-1	-46749	keV
63	167	Eu	862	ms	-1	-43770	keV
63	168	Eu	440	ms	-1	-39250	keV
63	169	Eu	389	ms	-1	-35660	keV
63	170	Eu	197	ms	-1	-30860	keV
64	134	Gd	ignore	ignore	-1	-41530	keV
64	135	Gd	1.1	s	-1	-44250	keV
64	136	Gd	ignore	ignore	-1	-49090	keV
64	137	Gd	2.2	s	-1	-51214	keV
64	138	Gd	4.7	s	-1	-55660	keV
64	139	Gd	5.6	s	-1	-57632	keV
64	139	Gd	4.8	s	-1	-57382	keV
64	140	Gd	15.8	s	-1	-61782.278	keV
64	141	Gd	17	s	-1	-63224.231	keV
64	141	Gd	24.4	s	-1	-62846.471	keV
64	142	Gd	70.2	s	-1	-66959.522	keV
64	143	Gd	39	s	-1	-68231.311	keV
64	143	Gd	110	s	-1	-68078.711	keV
64	144	Gd	4.48	m	-1	-71759.511	keV
64	145	Gd	23.2	m	-1	-72926.626	keV
64	145	Gd	85	s	-1	-72177.526	keV
64	146	Gd	48.27	d	-1	-76085.823	keV
64	147	Gd	38.06	h	-1	-75356.928	keV
64	148	Gd	86.9	y	-1	-76269.419	keV
64	149	Gd	9.28	d	-1	-75127.173	keV
64	150	Gd	1786800	y	-1	-75764.051	keV
64	151	Gd	124.5	d	-1	-74188.92	keV
64	152	Gd	1.08E+14	y	0.2	-74707.304	keV
64	153	Gd	240.41	d	-1	-72882.944	keV
64	154	Gd	STABLE	ignore	2.18	-73706.358	keV
64	155	Gd	STABLE	ignore	14.8	-72070.298	keV
64	156	Gd	STABLE	ignore	20.47	-72535.333	keV
64	157	Gd	STABLE	ignore	15.65	-70823.896	keV
64	158	Gd	STABLE	ignore	24.84	-70689.969	keV
64	159	Gd	18.479	h	-1	-68561.857	keV
64	160	Gd	STABLE	ignore	21.86	-67942.06	keV
64	161	Gd	3.66	m	-1	-65506.142	keV
64	162	Gd	8.39	m	-1	-64280.72	keV
64	163	Gd	68	s	-1	-61388.591	keV
64	163	Gd	23.5	s	-1	-61250.791	keV
64	164	Gd	45	s	-1	-59693.688	keV
64	165	Gd	11.6	s	-1	-56525.782	keV
64	166	Gd	5	s	-1	-54370.926	keV
64	167	Gd	4.26	s	-1	-50775.732	keV
64	168	Gd	3.02	s	-1	-48150	keV
64	169	Gd	0.892	s	-1	-43890	keV
64	170	Gd	0.616	s	-1	-40850	keV
64	171	Gd	0.392	s	-1	-36210	keV
64	172	Gd	0.163	s	-1	-32970	keV
65	135	Tb	0.94	ms	-1	-33053	keV
65	138	Tb	ignore	ignore	-1	-43600	keV
65	139	Tb	1.6	s	-1	-48130	keV
65	140	Tb	2.3	s	-1	-50482.278	keV
65	141	Tb	3.5	s	-1	-54540.843	keV
65	142	Tb	597	ms	-1	-56559.522	keV
65	142	Tb	303	ms	-1	-56279.822	keV
65	143	Tb	12	s	-1	-60419.192	keV
65	143	Tb	17	s	-1	-60419.192	keV
65	144	Tb	1	s	-1	-62368.188	keV
65	144	Tb	4.29	s	-1	-61971.288	keV
65	145	Tb	30.9	s	-1	-66399.693	keV
65	146	Tb	8	s	-1	-67763.644	keV
65	146	Tb	24.1	s	-1	-67763.644	keV
65	147	Tb	1.64	h	-1	-70742.674	keV
65	147	Tb	1.83	m	-1	-70692.074	keV
65	148	Tb	60	m	-1	-70536.947	keV
65	148	Tb	2.21	m	-1	-70446.847	keV
65	149	Tb	4.12	h	-1	-71488.639	keV
65	149	Tb	4.17	m	-1	-71452.859	keV
65	150	Tb	3.48	h	-1	-71105.789	keV
65	150	Tb	5.8	m	-1	-70644.789	keV
65	151	Tb	17.609	h	-1	-71623.541	keV
65	151	Tb	25	s	-1	-71524.011	keV
65	152	Tb	17.48	h	-1	-70717.304	keV
65	152	Tb	4.1	m	-1	-70215.564	keV
65	153	Tb	2.34	d	-1	-71313.61	keV
65	154	Tb	21.5	h	-1	-70156.707	keV
65	154	Tb	9.994	h	-1	-70144.707	keV
65	154	Tb	22.7	h	-1	-69956.707	keV
65	155	Tb	5.32	d	-1	-71250.439	keV
65	156	Tb	5.35	d	-1	-70091.01	keV
65	156	Tb	5.2	h	-1	-70002.61	keV
65	156	Tb	24.4	h	-1	-70091.01	keV
65	157	Tb	71	y	-1	-70763.848	keV
65	158	Tb	180	y	-1	-69470.883	keV
65	158	Tb	10.7	s	-1	-69360.583	keV
65	159	Tb	STABLE	ignore	100	-69532.582	keV
65	160	Tb	72.3	d	-1	-67836.474	keV
65	161	Tb	6.9584	d	-1	-67461.778	keV
65	162	Tb	7.6	m	-1	-65879.548	keV
65	162	Tb	ignore	ignore	-1	-65594.048	keV
65	163	Tb	19.5	m	-1	-64595.754	keV
65	164	Tb	3	m	-1	-62104.983	keV
65	164	Tb	ignore	ignore	-1	-61959.983	keV
65	165	Tb	2.11	m	-1	-60588.849	keV
