Atomic Number (Z)	Atomic Mass (A)	Element	Half-Life	Half-Life (Unit)	Abundance	Mass Excess	Mass Excess (Unit)
86	200	Rn	1.03	s	-1	-4000.454	keV
86	201	Rn	7	s	-1	-4107.413	keV
86	201	Rn	3.8	s	-1	-3859.413	keV
86	202	Rn	9.75	s	-1	-6274.561	keV
86	203	Rn	44	s	-1	-6184.045	keV
86	203	Rn	26.9	s	-1	-5822.045	keV
86	204	Rn	74	s	-1	-7970.115	keV
86	205	Rn	170	s	-1	-7709.764	keV
86	206	Rn	6.29	m	-1	-9132.918	keV
86	207	Rn	9.25	m	-1	-8634.742	keV
86	208	Rn	24.28	m	-1	-9655.389	keV
86	209	Rn	28.7	m	-1	-8941.049	keV
86	210	Rn	2.42	h	-1	-9604.764	keV
86	211	Rn	14.7	h	-1	-8755.33	keV
86	212	Rn	23.9	m	-1	-8659.219	keV
86	213	Rn	19.38	ms	-1	-5695.949	keV
86	214	Rn	259	ns	-1	-4319.664	keV
86	215	Rn	2.3	us	-1	-1168.99	keV
86	216	Rn	29	us	-1	253.312	keV
86	217	Rn	0.59	ms	-1	3658.566	keV
86	218	Rn	33.75	ms	-1	5217.413	keV
86	219	Rn	3.96	s	-1	8829.337	keV
86	220	Rn	55.6	s	-1	10611.994	keV
86	221	Rn	25.7	m	-1	14471.354	keV
86	222	Rn	3.82146	d	-1	16371.957	keV
86	223	Rn	24.3	m	-1	20389.738	keV
86	224	Rn	114	m	-1	22445.098	keV
86	225	Rn	4.66	m	-1	26534.143	keV
86	226	Rn	7.4	m	-1	28747.194	keV
86	227	Rn	20.8	s	-1	32885.835	keV
86	228	Rn	65	s	-1	35243.466	keV
86	229	Rn	12	s	-1	39362.4	keV
86	230	Rn	ignore	ignore	-1	42170	keV
86	231	Rn	ignore	ignore	-1	46550	keV
87	197	Fr	0.6	ms	-1	10253.968	keV
87	198	Fr	15	ms	-1	9577.698	keV
87	198	Fr	1.1	ms	-1	9577.698	keV
87	199	Fr	4.5	ms	-1	6771.388	keV
87	200	Fr	50	ms	-1	6133.578	keV
87	201	Fr	63	ms	-1	3588.573	keV
87	201	Fr	27	ms	-1	3718.573	keV
87	202	Fr	364	ms	-1	3101.538	keV
87	202	Fr	286	ms	-1	3358.538	keV
87	203	Fr	550	ms	-1	876.412	keV
87	203	Fr	43	ms	-1	1237.412	keV
87	204	Fr	1.8	s	-1	607.308	keV
87	204	Fr	2.2	s	-1	648.308	keV
87	204	Fr	1.65	s	-1	923.308	keV
87	205	Fr	3.9	s	-1	-1309.816	keV
87	206	Fr	16	s	-1	-1246.859	keV
87	206	Fr	16	s	-1	-1046.859	keV
87	206	Fr	0.7	s	-1	-516.859	keV
87	207	Fr	14.8	s	-1	-2849.021	keV
87	208	Fr	58.6	s	-1	-2664.928	keV
87	209	Fr	50.5	s	-1	-3782.144	keV
87	210	Fr	3.18	m	-1	-3343.508	keV
87	211	Fr	3.1	m	-1	-4140.314	keV
87	212	Fr	20.3	m	-1	-3515.998	keV
87	213	Fr	34.17	s	-1	-3554.199	keV
87	214	Fr	5.5	ms	-1	-958.327	keV
87	215	Fr	89	ns	-1	318.137	keV
87	216	Fr	0.7	us	-1	2971.022	keV
87	217	Fr	22	us	-1	4314.663	keV
87	218	Fr	1.1	ms	-1	7059.44	keV
87	219	Fr	22	ms	-1	8616.939	keV
87	220	Fr	27.4	s	-1	11482.332	keV
87	221	Fr	4.801	m	-1	13277.251	keV
87	222	Fr	14.2	m	-1	16378.103	keV
87	223	Fr	21.99	m	-1	18382.329	keV
87	224	Fr	3.33	m	-1	21748.614	keV
87	225	Fr	4	m	-1	23820.602	keV
87	226	Fr	49	s	-1	27520.539	keV
87	227	Fr	2.47	m	-1	29682.445	keV
87	228	Fr	38	s	-1	33384.221	keV
87	229	Fr	50.2	s	-1	35668.253	keV
87	230	Fr	19.1	s	-1	39486.769	keV
87	231	Fr	17.6	s	-1	42080.575	keV
87	232	Fr	5.5	s	-1	46072.834	keV
87	233	Fr	0.9	s	-1	48920.052	keV
88	201	Ra	8	ms	-1	11936.817	keV
88	201	Ra	1.6	ms	-1	12196.817	keV
88	202	Ra	3.8	ms	-1	9074.9	keV
88	203	Ra	31	ms	-1	8601.331	keV
88	204	Ra	58	ms	-1	6061.097	keV
88	205	Ra	215	ms	-1	5803.853	keV
88	205	Ra	170	ms	-1	6066.853	keV
88	206	Ra	240	ms	-1	3565.613	keV
88	207	Ra	1.4	s	-1	3513.988	keV
88	208	Ra	1.11	s	-1	1727.934	keV
88	209	Ra	4.8	s	-1	1858.24	keV
88	210	Ra	3.9	s	-1	442.839	keV
88	211	Ra	13	s	-1	831.87	keV
88	212	Ra	13	s	-1	-198.763	keV
88	213	Ra	2.73	m	-1	345.557	keV
88	214	Ra	2.438	s	-1	92.74	keV
88	215	Ra	1.68	ms	-1	2531.995	keV
88	216	Ra	172	ns	-1	3291.466	keV
88	217	Ra	1.59	us	-1	5889.536	keV
88	218	Ra	25.91	us	-1	6645.556	keV
88	219	Ra	9	ms	-1	9393.853	keV
88	220	Ra	18	ms	-1	10272.091	keV
88	221	Ra	16	s	-1	12963.877	keV
88	222	Ra	33.6	s	-1	14320.205	keV
88	223	Ra	11.4352	d	-1	17233.245	keV
88	224	Ra	3.6313	d	-1	18825.832	keV
88	225	Ra	14.8	d	-1	21993.044	keV
88	226	Ra	1600	y	-1	23667.576	keV
88	227	Ra	42.2	m	-1	27177.464	keV
88	228	Ra	5.75	y	-1	28940.194	keV
88	229	Ra	4	m	-1	32561.963	keV
88	230	Ra	93	m	-1	34516.306	keV
88	231	Ra	103.9	s	-1	38216.488	keV
88	232	Ra	4.2	m	-1	40496.955	keV
88	233	Ra	30	s	-1	44334.062	keV
88	234	Ra	30	s	-1	46930.629	keV
89	204	Ac	7.4	ms	-1	-1	ignore
89	205	Ac	7.7	ms	-1	14106.689	keV
89	206	Ac	27	ms	-1	13484.754	keV
89	206	Ac	33	ms	-1	13684.754	keV
89	207	Ac	27	ms	-1	11146.228	keV
89	208	Ac	93	ms	-1	10760.854	keV
89	209	Ac	91	ms	-1	8844.887	keV
89	210	Ac	344	ms	-1	8764.079	keV
89	211	Ac	210	ms	-1	7143.485	keV
89	212	Ac	895	ms	-1	7299.6	keV
89	213	Ac	738	ms	-1	6141.029	keV
89	214	Ac	8.2	s	-1	6433.272	keV
89	215	Ac	170	ms	-1	6030.55	keV
89	216	Ac	360	us	-1	8149.736	keV
89	217	Ac	69	ns	-1	8702.321	keV
89	218	Ac	1.02	us	-1	10850.845	keV
89	219	Ac	9.5	us	-1	11569.553	keV
89	220	Ac	26.4	ms	-1	13743.755	keV
89	221	Ac	52	ms	-1	14531.048	keV
89	222	Ac	4.9	s	-1	16621.797	keV
89	222	Ac	63	s	-1	16651.797	keV
89	223	Ac	2.12	m	-1	17825.055	keV
89	224	Ac	2.78	h	-1	20234.148	keV
89	225	Ac	9.919	d	-1	21637.305	keV
89	226	Ac	29.37	h	-1	24309.201	keV
89	227	Ac	21.7725	y	-1	25849.515	keV
89	228	Ac	6.15	h	-1	28894.654	keV
89	229	Ac	62.7	m	-1	30689.936	keV
89	230	Ac	122	s	-1	33838.386	keV
89	231	Ac	7.5	m	-1	35762.853	keV
89	232	Ac	119	s	-1	39154.423	keV
89	233	Ac	143	s	-1	41308.037	keV
89	234	Ac	44	s	-1	44841.195	keV
89	235	Ac	62	s	-1	47357.16	keV
89	236	Ac	1.2	m	-1	51220.998	keV
90	207	Th	10	ms	-1	-1	ignore
90	208	Th	3.1	ms	-1	16688.041	keV
90	209	Th	2.5	ms	-1	16395	keV
90	210	Th	15.7	ms	-1	14059.521	keV
90	211	Th	37	ms	-1	13876.396	keV
90	212	Th	31.7	ms	-1	12110.886	keV
90	213	Th	146	ms	-1	12120.108	keV
90	214	Th	100	ms	-1	10694.932	keV
90	215	Th	1.4	s	-1	10921.434	keV
90	216	Th	26	ms	-1	10298.537	keV
90	217	Th	254	us	-1	12205.78	keV
90	218	Th	121	ns	-1	12366.747	keV
90	219	Th	1.02	us	-1	14462.78	keV
90	220	Th	10.2	us	-1	14689.538	keV
90	221	Th	1.73	ms	-1	16939.926	keV
90	222	Th	1.97	ms	-1	17203.039	keV
90	223	Th	0.6	s	-1	19385.402	keV
90	224	Th	1.04	s	-1	19995.581	keV
90	225	Th	8.72	m	-1	22310.193	keV
90	226	Th	30.69	m	-1	23197.649	keV
90	227	Th	18.6936	d	-1	25804.759	keV
90	228	Th	1.9116448197251312	y	-1	26770.899	keV
90	229	Th	7907.5	y	-1	29585.517	keV
90	230	Th	75400	y	0.02	30862.512	keV
90	231	Th	25.52	h	-1	33815.811	keV
90	232	Th	14068419841	y	99.98	35446.71	keV
90	233	Th	21.83	m	-1	38731.642	keV
90	234	Th	24.107	d	-1	40612.958	keV
90	235	Th	7.2	m	-1	44017.754	keV
90	236	Th	37.5	m	-1	46255.203	keV
90	237	Th	4.79	m	-1	49955.097	keV
90	238	Th	9.4	m	-1	52525	keV
91	211	Pa	3.8	ms	-1	22052.226	keV
91	212	Pa	5	ms	-1	21596.523	keV
91	213	Pa	5.3	ms	-1	19654.194	keV
91	214	Pa	17	ms	-1	19459.895	keV
91	215	Pa	14	ms	-1	17804.537	keV
91	216	Pa	118	ms	-1	17823.799	keV
91	217	Pa	3.7	ms	-1	17054.748	keV
91	218	Pa	109	us	-1	18649.568	keV
91	219	Pa	55	ns	-1	18583.223	keV
91	220	Pa	0.89	us	-1	20278.397	keV
91	221	Pa	5.9	us	-1	20374.937	keV
91	222	Pa	3.89	ms	-1	22064.361	keV
91	223	Pa	5.3	ms	-1	22337.614	keV
91	224	Pa	0.85	s	-1	23862.351	keV
91	225	Pa	1.7	s	-1	24356.64	keV
91	226	Pa	1.8	m	-1	26033.6	keV
91	227	Pa	38.3	m	-1	26830.371	keV
91	228	Pa	19.8	h	-1	28923.599	keV
91	229	Pa	1.55	d	-1	29896.848	keV
91	230	Pa	17.4	d	-1	32173.543	keV
91	231	Pa	32739	y	100	33424.338	keV
91	232	Pa	1.31	d	-1	35946.549	keV
91	233	Pa	26.975	d	-1	37489.41	keV
91	234	Pa	6.671	h	-1	40338.87	keV
91	234	Pa	1.159	m	-1	40415.37	keV
91	235	Pa	24.4	m	-1	42288.901	keV
91	236	Pa	9.1	m	-1	45333.955	keV
91	237	Pa	8.7	m	-1	47527.624	keV
91	238	Pa	2.3	m	-1	50894.043	keV
91	239	Pa	1.8	h	-1	53337	keV
92	214	U	0.52	ms	-1	-1	ignore
92	215	U	0.7	ms	-1	24889.312	keV
92	216	U	4.5	ms	-1	23066.429	keV
92	217	U	16	ms	-1	22971	keV
92	218	U	0.63	ms	-1	21894.655	keV
92	219	U	60	us	-1	23295.953	keV
92	221	U	0.66	us	-1	24519.996	keV
92	222	U	4.7	us	-1	24272.834	keV
92	223	U	62	us	-1	26045.278	keV
92	224	U	396	us	-1	25742.69	keV
92	225	U	61	ms	-1	27372.001	keV
92	226	U	267	ms	-1	27328.797	keV
92	227	U	1.1	m	-1	29045.034	keV
92	228	U	9.1	m	-1	29220.001	keV
92	229	U	57.8	m	-1	31210.62	keV
92	230	U	20.23	d	-1	31615.017	keV
92	231	U	4.2	d	-1	33805.952	keV
92	232	U	68.9	y	-1	34609.445	keV
92	233	U	159189	y	-1	36919.111	keV
92	234	U	245500	y	0.0054	38144.959	keV
92	235	U	703974287	y	0.7204	40918.782	keV
92	235	U	27.3	m	-1	40918.85874	keV
92	236	U	23430000	y	-1	42444.582	keV
92	237	U	6.752	d	-1	45390.133	keV
92	238	U	4463230100	y	99.2742	47307.732	keV
92	239	U	23.45	m	-1	50572.668	keV
92	240	U	14.1	h	-1	52715.497	keV
92	241	U	ignore	ignore	-1	56197	keV
92	242	U	16.8	m	-1	58620	keV
93	219	Np	150	us	-1	29436.951	keV
93	220	Np	25	us	-1	30475.022	keV
93	222	Np	380	ns	-1	31274.641	keV
93	223	Np	2.15	us	-1	30658.583	keV
93	224	Np	38	us	-1	32032.248	keV
93	225	Np	3.7	ms	-1	31618.098	keV
93	226	Np	37	ms	-1	32816.877	keV
93	227	Np	0.51	s	-1	32579.018	keV
93	228	Np	61.4	s	-1	33825	keV
93	229	Np	4	m	-1	33801.378	keV
93	230	Np	4.63	m	-1	35236.615	keV
93	231	Np	48.8	m	-1	35623.686	keV
93	232	Np	14.7	m	-1	37359	keV
93	233	Np	36.2	m	-1	37948.531	keV
93	234	Np	4.4	d	-1	39954.806	keV
93	235	Np	396.1	d	-1	41043.044	keV
93	236	Np	155000	y	-1	43378.094	keV
93	236	Np	22.5	h	-1	43435.094	keV
93	237	Np	2144000	y	-1	44871.599	keV
93	238	Np	2.0993	d	-1	47454.597	keV
93	239	Np	2.3558	d	-1	49311.005	keV
93	240	Np	61.9	m	-1	52316.229	keV
93	240	Np	7.22	m	-1	52334.229	keV
93	241	Np	13.9	m	-1	54315.115	keV
93	242	Np	2.2	m	-1	57416.876	keV
93	242	Np	5.5	m	-1	57416.876	keV
93	243	Np	1.85	m	-1	59806	keV
93	244	Np	2.29	m	-1	63240	keV
94	228	Pu	1.1	s	-1	36107.809	keV
94	229	Pu	83	s	-1	37394.924	keV
94	230	Pu	107	s	-1	36932.17	keV
94	231	Pu	8.6	m	-1	38308.577	keV
94	232	Pu	33.1	m	-1	38360.915	keV
94	233	Pu	20.9	m	-1	40051.836	keV
94	234	Pu	8.8	h	-1	40349.986	keV
94	235	Pu	25.3	m	-1	42182.346	keV
94	236	Pu	2.858	y	-1	42901.508	keV
94	237	Pu	45.64	d	-1	45091.662	keV
94	237	Pu	0.18	s	-1	45237.204999999994	keV
94	238	Pu	87.7	y	-1	46163.148	keV
94	239	Pu	24109	y	-1	48588.22	keV
94	240	Pu	6562.2	y	-1	50125.319	keV
94	241	Pu	14.329	y	-1	52955.115	keV
94	242	Pu	375000	y	-1	54716.876	keV
94	243	Pu	4.955	h	-1	57754.561	keV
94	244	Pu	81300000	y	-1	59806.021	keV
94	244	Pu	1.75	s	-1	61017.221	keV
94	245	Pu	10.54	h	-1	63178.173	keV
94	246	Pu	10.84	d	-1	65394.772	keV
94	247	Pu	2.27	d	-1	69210	keV
95	223	Am	5.2	ms	-1	42700	keV
95	229	Am	0.9	s	-1	42180.414	keV
95	230	Am	36	s	-1	42872	keV
95	232	Am	1.31	m	-1	43420	keV
95	233	Am	3.2	m	-1	43285	keV
95	234	Am	2.32	m	-1	44462	keV
95	235	Am	10.3	m	-1	44624.602	keV
95	236	Am	3.6	m	-1	46041	keV
95	236	Am	2.9	m	-1	46041	keV
95	237	Am	73	m	-1	46570	keV
95	238	Am	97.4	m	-1	48421.421	keV
95	239	Am	11.9	h	-1	49390.36	keV
95	240	Am	50.9	h	-1	51510.11	keV
95	241	Am	432.6	y	-1	52934.335	keV
95	242	Am	16.02	h	-1	55468.014	keV
95	242	Am	141.9	y	-1	55516.617000000006	keV
95	243	Am	7345	y	-1	57175.005	keV
95	244	Am	10.02	h	-1	59879.135	keV
95	244	Am	26.13	m	-1	59968.635	keV
95	245	Am	2.047	h	-1	61900.417	keV
95	246	Am	39	m	-1	64994	keV
95	246	Am	25	m	-1	64994	keV
95	247	Am	23	m	-1	67153	keV
96	233	Cm	23	s	-1	47293.34	keV
96	234	Cm	50	s	-1	46722.411	keV
96	235	Cm	300	s	-1	48013	keV
96	236	Cm	6.8	m	-1	47852.82	keV
96	237	Cm	ignore	ignore	-1	49247.151	keV
96	238	Cm	2.2	h	-1	49445.203	keV
96	239	Cm	2.5	h	-1	51146.962	keV
96	240	Cm	30.4	d	-1	51724.222	keV
96	241	Cm	32.8	d	-1	53701.77	keV
96	242	Cm	162.88	d	-1	54803.699	keV
96	243	Cm	29.18	y	-1	57181.936	keV
96	244	Cm	18.112	y	-1	58451.835	keV
96	245	Cm	8245	y	-1	61004.524	keV
96	246	Cm	4757	y	-1	62616.912	keV
96	246	Cm	1.12	s	-1	63796.611999999994	keV
96	247	Cm	15600000	y	-1	65533.105	keV
96	248	Cm	348471	y	-1	67392.748	keV
96	249	Cm	64.15	m	-1	70750.696	keV
96	250	Cm	8300	y	-1	72989.588	keV
96	251	Cm	16.8	m	-1	76647.981	keV
97	233	Bk	21	s	-1	52771	keV
97	234	Bk	19	s	-1	53395	keV
97	236	Bk	22	s	-1	53542	keV
97	237	Bk	ignore	ignore	-1	53210	keV
97	238	Bk	144	s	-1	54216	keV
97	239	Bk	ignore	ignore	-1	54250	keV
97	240	Bk	4.8	m	-1	55664	keV
97	241	Bk	4.6	m	-1	55981	keV
97	242	Bk	7	m	-1	57752	keV
97	243	Bk	4.6	h	-1	58689.629	keV
97	244	Bk	5.02	h	-1	60713.825	keV
97	245	Bk	4.96	d	-1	61813.776	keV
97	246	Bk	1.8	d	-1	63966.912	keV
97	247	Bk	1380	y	-1	65489.521	keV
97	248	Bk	9	y	-1	68131.053	keV
97	248	Bk	23.7	h	-1	68131.053	keV
97	249	Bk	327.2	d	-1	69846.333	keV
97	250	Bk	3.212	h	-1	72952.006	keV
97	251	Bk	56	m	-1	75227.981	keV
97	252	Bk	1.8	m	-1	78535	keV
97	253	Bk	10	m	-1	80929	keV
98	237	Cf	0.8	s	-1	57938.255	keV
98	238	Cf	21.1	ms	-1	57278	keV
98	239	Cf	28	s	-1	58202	keV
98	240	Cf	41.2	s	-1	57988.719	keV
98	241	Cf	3.78	m	-1	59327	keV
98	242	Cf	3.49	m	-1	59386.982	keV
98	243	Cf	10.6	m	-1	60990	keV
98	244	Cf	19.4	m	-1	61478.096	keV
98	245	Cf	45	m	-1	63385.151	keV
98	246	Cf	35.7	h	-1	64090.228	keV
98	247	Cf	3.11	h	-1	66109.392	keV
98	248	Cf	333.5	d	-1	67237.951	keV
98	249	Cf	350.7	y	-1	69722.733	keV
98	250	Cf	13.08	y	-1	71170.336	keV
98	251	Cf	898	y	-1	74134.981	keV
98	252	Cf	2.647	y	-1	76034.61	keV
98	253	Cf	17.78	d	-1	79301.562	keV
98	254	Cf	60.5	d	-1	81341.395	keV
98	255	Cf	85	m	-1	84809	keV
98	256	Cf	12.3	m	-1	87041	keV
99	240	Es	6.7	s	-1	64225	keV
99	241	Es	4.3	s	-1	63893	keV
99	242	Es	17.8	s	-1	64801	keV
99	243	Es	22	s	-1	64747	keV
99	244	Es	37	s	-1	66026	keV
99	245	Es	1.1150515463917527	m	-1	66315	keV
99	246	Es	7.5	m	-1	67818.802	keV
99	247	Es	4.55	m	-1	68578.393	keV
99	248	Es	24	m	-1	70299	keV
99	249	Es	102.2	m	-1	71175	keV
99	250	Es	8.5	h	-1	73225	keV
99	250	Es	2.21	h	-1	73225	keV
99	251	Es	33	h	-1	74511.547	keV
99	252	Es	471.7	d	-1	77294.61	keV
99	253	Es	20.466	d	-1	79010.486	keV
99	254	Es	275.7	d	-1	81994.151	keV
99	254	Es	39.2	h	-1	82078.351	keV
99	255	Es	39.8	d	-1	84089.237	keV
99	256	Es	25.4	m	-1	87185	keV
99	256	Es	7.6	h	-1	87185	keV
99	257	Es	7.7	d	-1	89403	keV
100	241	Fm	0.73	ms	-1	69220	keV
100	242	Fm	0.8	ms	-1	68400	keV
100	243	Fm	231	ms	-1	69316	keV
100	244	Fm	3.12	ms	-1	68964	keV
100	245	Fm	5.4	s	-1	70192	keV
100	246	Fm	1.53	s	-1	70191.187	keV
100	247	Fm	31	s	-1	71672	keV
100	247	Fm	5.1	s	-1	71717	keV
100	248	Fm	34.5	s	-1	71897.793	keV
100	249	Fm	1.6	m	-1	73519.143	keV
100	250	Fm	30.9	m	-1	74072.193	keV
100	250	Fm	1.9	s	-1	75271.393	keV
100	251	Fm	5.3	h	-1	75958.808	keV
100	252	Fm	25.38	h	-1	76816.611	keV
100	253	Fm	3	d	-1	79345.549	keV
100	254	Fm	3.24	h	-1	80902.521	keV
100	255	Fm	20.07	h	-1	83800.465	keV
100	256	Fm	157.1	m	-1	85484.796	keV
100	257	Fm	100.5	d	-1	88590.137	keV
100	258	Fm	370	us	-1	90426	keV
100	259	Fm	1.5	s	-1	93704	keV
101	244	Md	0.39	s	-1	75597	keV
101	245	Md	0.33	s	-1	75325	keV
101	246	Md	0.9	s	-1	76115	keV
101	246	Md	4.4	s	-1	76115	keV
101	247	Md	1.2	s	-1	75936	keV
101	247	Md	0.24	s	-1	76089	keV
101	248	Md	7	s	-1	76948	keV
101	249	Md	25.6	s	-1	77180.952	keV
101	249	Md	1.5	s	-1	77180.952	keV
101	250	Md	53.4	s	-1	78399.14	keV
101	250	Md	42.4	s	-1	78522.14	keV
101	251	Md	4.27	m	-1	78966.749	keV
101	251	Md	1.37	s	-1	79816.749	keV
101	252	Md	2.3	m	-1	80467.118	keV
101	253	Md	6.45	m	-1	81173	keV
101	254	Md	10	m	-1	83453	keV
101	254	Md	28	m	-1	83503	keV
101	255	Md	27	m	-1	84842.069	keV
101	256	Md	77.7	m	-1	87456	keV
101	257	Md	5.52	h	-1	88992.472	keV
101	258	Md	51.52	d	-1	91690.35	keV
101	258	Md	57.5	m	-1	91690.35	keV
101	259	Md	1.61	h	-1	93564	keV
101	260	Md	31.8	d	-1	96550	keV
102	249	No	37.8	ms	-1	81787	keV
102	250	No	4.6	us	-1	81566	keV
102	251	No	0.8	s	-1	82849	keV
102	251	No	1	s	-1	82955	keV
102	252	No	2.45	s	-1	82871.37	keV
102	252	No	109	ms	-1	84125.97	keV
102	253	No	1.609585701792742	m	-1	84358.696	keV
102	254	No	51.2	s	-1	84723.312	keV
102	254	No	265	ms	-1	86019.712	keV
102	255	No	3.52	m	-1	86811.934	keV
102	256	No	2.93	s	-1	87823.046	keV
102	257	No	24.5	s	-1	90247.064	keV
102	258	No	1.23	ms	-1	91477	keV
102	259	No	58	m	-1	94079.381	keV
102	260	No	107	ms	-1	95610	keV
102	262	No	5	ms	-1	100101	keV
103	251	Lr	24.4	ms	-1	87830	keV
103	251	Lr	42	ms	-1	87947	keV
103	252	Lr	0.35	s	-1	88537	keV
103	253	Lr	0.65	s	-1	88523.471	keV
103	253	Lr	1.44	s	-1	88523.471	keV
103	254	Lr	11.9	s	-1	89645.887	keV
103	254	Lr	20.3	s	-1	89753.887	keV
103	255	Lr	31.1	s	-1	89947.305	keV
103	255	Lr	2.54	s	-1	89985.305	keV
103	256	Lr	27.9	s	-1	91746.603	keV
103	257	Lr	5.9	s	-1	92665	keV
103	257	Lr	0.203	s	-1	92665	keV
103	258	Lr	3.86	s	-1	94782	keV
103	259	Lr	6.22	s	-1	95851	keV
103	260	Lr	3	m	-1	98277	keV
103	261	Lr	42	m	-1	99557	keV
103	262	Lr	4	h	-1	102105	keV
103	264	Lr	4.9	h	-1	106375	keV
103	266	Lr	11	h	-1	111662	keV
104	253	Rf	10.3	ms	-1	93642	keV
104	254	Rf	22.8	us	-1	93201	keV
104	255	Rf	1.67	s	-1	94329	keV
104	256	Rf	6.76	ms	-1	94221.992	keV
104	257	Rf	4.5	s	-1	95866.389	keV
104	257	Rf	4.38	s	-1	95941.389	keV
104	258	Rf	9.81	ms	-1	96344.338	keV
104	259	Rf	2.5	s	-1	98367	keV
104	260	Rf	21.7	ms	-1	99148	keV
104	261	Rf	70	s	-1	101318.233	keV
104	261	Rf	2.2	s	-1	101318.233	keV
104	262	Rf	47	ms	-1	102392	keV
104	263	Rf	13.626126126126126	m	-1	104757	keV
104	265	Rf	1	m	-1	108690	keV
104	267	Rf	1.3	h	-1	113444	keV
105	255	Db	54	ms	-1	99595	keV
105	255	Db	2.8	ms	-1	99595	keV
105	256	Db	1.9	s	-1	100298	keV
105	257	Db	2.3	s	-1	100154.285	keV
105	257	Db	670	ms	-1	100404.285	keV
105	258	Db	2.08	s	-1	101507.703	keV
105	258	Db	4.37	s	-1	101558.703	keV
105	259	Db	0.51	s	-1	101991.021	keV
105	260	Db	1.51	s	-1	103673	keV
105	261	Db	4.1	s	-1	104308	keV
105	262	Db	34.4	s	-1	106253	keV
105	263	Db	27	s	-1	107110	keV
105	266	Db	0.4	h	-1	112740	keV
105	267	Db	79	m	-1	114014	keV
105	268	Db	26.4	h	-1	117060	keV
105	270	Db	15	h	-1	122397	keV
106	258	Sg	2.7	ms	-1	105296	keV
106	259	Sg	0.4	s	-1	106519	keV
106	259	Sg	0.23	s	-1	106609	keV
106	260	Sg	4.83	ms	-1	106547.495	keV
106	261	Sg	183	ms	-1	108005.004	keV
106	262	Sg	11.4	ms	-1	108369.072	keV
106	263	Sg	0.9	s	-1	110195	keV
106	263	Sg	427	ms	-1	110245	keV
106	264	Sg	60	ms	-1	110783	keV
106	265	Sg	16	s	-1	112794	keV
106	265	Sg	8.8	s	-1	112794	keV
106	266	Sg	0.34	s	-1	113617	keV
106	267	Sg	1.4	m	-1	115806	keV
106	269	Sg	2.1333333333333333	m	-1	119692	keV
106	271	Sg	1.6	m	-1	124617	keV
107	260	Bh	35	ms	-1	113123	keV
107	261	Bh	11.7	ms	-1	113079.41	keV
107	262	Bh	88	ms	-1	114252.119	keV
107	262	Bh	9.4	ms	-1	114502.119	keV
107	264	Bh	0.99	s	-1	115958	keV
107	265	Bh	0.94	s	-1	116395	keV
107	266	Bh	10	s	-1	118104	keV
107	267	Bh	16	s	-1	118765	keV
107	270	Bh	1	m	-1	124230	keV
107	271	Bh	1.5	s	-1	125859	keV
107	272	Bh	9.4	s	-1	128787	keV
107	274	Bh	44	s	-1	133762	keV
107	278	Bh	19	m	-1	144370	keV
108	263	Hs	0.74	ms	-1	119678	keV
108	264	Hs	0.63	ms	-1	119563.165	keV
108	265	Hs	1.9	ms	-1	120900.245	keV
108	266	Hs	2.97	ms	-1	121139.675	keV
108	266	Hs	74	ms	-1	122339.675	keV
108	267	Hs	53	ms	-1	122658	keV
108	267	Hs	0.8	s	-1	122658	keV
108	268	Hs	0.4	s	-1	122968	keV
108	269	Hs	13	s	-1	124493	keV
108	270	Hs	7.6	s	-1	125112	keV
108	271	Hs	ignore	ignore	-1	127691	keV
108	273	Hs	0.51	s	-1	131767	keV
108	275	Hs	0.2	s	-1	136492	keV
108	277	Hs	3	ms	-1	141375	keV
109	266	Mt	2.1	ms	-1	127672.681	keV
109	268	Mt	21	ms	-1	129151	keV
109	270	Mt	0.48	s	-1	130709	keV
109	274	Mt	0.44	s	-1	137249	keV
109	275	Mt	20	ms	-1	138767	keV
109	276	Mt	0.62	s	-1	141312	keV
109	276	Mt	4	s	-1	141312	keV
109	277	Mt	3.9	ms	-1	143008	keV
109	278	Mt	4.5	s	-1	145767	keV
110	267	Ds	3	us	-1	133880	keV
110	269	Ds	180	us	-1	134834.671	keV
110	270	Ds	0.19	ms	-1	134681.584	keV
110	271	Ds	1.6	ms	-1	135952	keV
110	271	Ds	69	ms	-1	135952	keV
110	273	Ds	190	us	-1	138285	keV
110	277	Ds	3.5	ms	-1	145092	keV
110	279	Ds	216	ms	-1	149024	keV
110	279	Ds	170	ms	-1	149214	keV
110	280	Ds	0.36	ms	-1	150320	keV
110	281	Ds	12	s	-1	153273	keV
110	282	Ds	1.1	m	-1	154790	keV
111	272	Rg	3.8	ms	-1	142773	keV
111	274	Rg	12	ms	-1	144612	keV
111	278	Rg	4.2	ms	-1	150521	keV
111	279	Rg	90	ms	-1	151721	keV
111	280	Rg	3.87	s	-1	153886	keV
111	281	Rg	11	s	-1	155333	keV
111	282	Rg	100	s	-1	157742	keV
111	286	Rg	ignore	ignore	-1	166510	keV
112	277	Cn	0.61	ms	-1	152332	keV
112	281	Cn	180	ms	-1	157947	keV
112	282	Cn	0.98	ms	-1	158826	keV
112	283	Cn	4.6	s	-1	161337	keV
112	284	Cn	121	ms	-1	162415	keV
112	285	Cn	33	s	-1	165086	keV
112	286	Cn	11	m	-1	166450	keV
113	278	Nh	1.4	s	-1	159030	keV
